loan_id, customer_id, disbursed_date, purpose         , amount_pkr, term_months, interest_rate_pct, inflow_to_loan_ratio, defaulted
L504249, C102946    , 2024-07-25    , merchant_advance, 390120.0  ,           3, 28.5             ,                24.38, False
L504250, C114625    , 2024-11-29    , nano_loan       , 16692.0   ,           3, 24.8             ,                 0.91, False
L504251, C100028    , 2025-05-26    , nano_loan       , 11256.0   ,           6, 31.5             ,                 0.35, False
L504252, C105920    , 2025-04-24    , merchant_advance, 241692.0  ,           3, 20.6             ,                20.66, False
L504253, C106001    , 2024-12-05    , merchant_advance, 289519.0  ,           1, 24.6             ,                11.4 , True
L504254, C111085    , 2025-02-28    , device_finance  , 110326.0  ,           1, 33.0             ,                 2.45, False
L504255, C103784    , 2025-04-27    , nano_loan       , 4086.0    ,           1, 21.4%            ,                 0.12, False
L504256, C100537    , 2025-05-20    , nano_loan       , 14296.0   ,           1, 21.0             ,                 0.48, False
L504257, C108237    , 2024-11-10    , merchant_advance, 118296.0  ,           3, 24.5%            ,                 1.86, False
L504258, C101150    , 31/01/2025    , nano_loan       , 9989.0    ,           1, 29.0             ,                 0.1 , False
L504259, C108524    , 2025-01-12    , nano_loan       , 4619.0    ,           3, 19.4%            ,                 0.15, False
L504260, C113719    , 2024-10-30    , nano_loan       , 3099.0    ,           6, 18.7             ,                 0.07, False
L504261, C104246    , 2025-03-25    , merchant_advance, 341338.0  ,           3, 31.0             ,                18.45, True
L504262, C103533    , 07/03/2025    , nano_loan       , 11084.0   ,           1, 23.1             ,                 0.48, False
L504263, C106274    , 2024-08-06    , nano_loan       , 8883.0    ,           3, 33.0             ,                 0.09, False
L504264, C112556    , 2024-09-20    , merchant_advance, 140355.0  ,           3, 32.9%            ,                 3.29, False
L504265, C103815    , 2024-09-02    , nano_loan       , 2799.0    ,           6, 19.4             ,                 0.02, False
L504266, C103018    , 2025-04-08    , nano_loan       , 20070.0   ,           6, 18.6             ,                 0.49, False
L504267, C107419    , 14/04/2025    , device_finance  , 88703.0   ,           3, 34.6             ,                 2.37, False
L504268, C112212    , 2024-08-21    , emergency       , 38537.0   ,           3, 30.9             ,                 0.18, False
L504269, C114088    , 2024-09-04    , emergency       , 16002.0   ,           1, 34.7             ,                 0.42, False
L504270, C101383    , 2025-05-15    , merchant_advance, 105476.0  ,          12, 27.4             ,                 3.14, False
L504271, C101427    , 01/01/2025    , nano_loan       , 15826.0   ,           1, 18.3%            ,                 0.22, False
L504272, C104657    , 2024-08-15    , device_finance  , 49940.0   ,           3, 23.5             ,                 0.55, False
L504273, C111887    , 2024-10-13    , emergency       , 17927.0   ,           6, 18.7             ,                 0.33, False
L504274, C107767    , 2024-10-18    , merchant_advance, 339589.0  ,           1, 24.4             ,                42.45, False
L504275, C106521    , 2024-07-27    , device_finance  , 41001.0   ,           3, 33.3             ,                 1.1 , False
L504276, C104610    , 2024-10-28    , device_finance  , 43545.0   ,           6, 18.2             ,                 2.88, False
L504277, C105001    , 2025-04-27    , emergency       , 13973.0   ,           6, 22.6             ,                 0.41, False
L504278, C107699    , 2024-10-27    , nano_loan       , 5327.0    ,           3, 24.6%            ,                 0.25, False
L504279, C106518    , 2024-12-21    , merchant_advance, 175359.0  ,           1, 34.6%            ,                12.26, False
L504280, C101279    , 22/02/2025    , device_finance  , 25633.0   ,           3, 34.7             ,                 1.24, False
L504281, C109952    , 2024-08-27    , nano_loan       , 22301.0   ,           3, 28.7             ,                 0.8 , False
L504282, C108339    , 2024-11-01    , nano_loan       , 22495.0   ,          12, 30.3%            ,                 0.74, False
L504283, C102418    , 13/02/2025    , nano_loan       , 10022.0   ,           3, 29.3%            ,                 0.8 , False
L504284, C113693    , 2024-08-28    , nano_loan       , 11477.0   ,           1, 30.5%            ,                 0.76, False
L504285, C101624    , 2024-07-20    , device_finance  , 112026.0  ,           3, 34.1%            ,                 4.04, False
L504286, C100510    , 2025-05-12    , merchant_advance, 356762.0  ,          12, 27.1             ,                18.98, True
L504287, C113409    , 2024-08-08    , nano_loan       , 11747.0   ,           1, 18.5             ,                 0.17, False
L504288, C104150    , 2025-04-05    , merchant_advance, 346566.0  ,           1, 26.7             ,                19.47, False
L504289, C101850    , 2025-03-18    , nano_loan       , 4330.0    ,           6, 33.7             ,                 0.11, False
L504290, C114415    , 2024-11-21    , nano_loan       , 8378.0    ,           3, 19.4             ,                 0.18, False
L504291, C107609    , 2025-03-29    , merchant_advance, 197733.0  ,           3, 35.7             ,                 2.18, False
L504292, C111448    , 09/05/2025    , merchant_advance, 71395.0   ,          12, 31.5%            ,                 1.13, False
L504293, C107074    , 2025-01-29    , merchant_advance, 374892.0  ,           1, 34.4             ,                 4.54, False
L504294, C104012    , 2024-10-04    , merchant_advance, 211223.0  ,           6, 30.7             ,                 5.08, False
L504295, C113737    , 2025-03-31    , nano_loan       , 20520.0   ,           3, 35.6             ,                 0.51, False
L504296, C112598    , 17/11/2024    , nano_loan       , 23067.0   ,           3, 18.4             ,                 0.32, False
L504297, C103068    , 2024-07-12    , nano_loan       , 22243.0   ,           6, 18.2             ,                 0.47, False
L504298, C100062    , 2025-05-03    , nano_loan       , 4650.0    ,           3, 29.8             ,                 0.28, False
L504299, C106546    , 2025-03-29    , nano_loan       , 2276.0    ,           1, 28.3%            ,                 0.08, False
L504300, C102544    , 29/07/2024    , merchant_advance, 122377.0  ,           3, 21.8             ,                 3.43, False
L504301, C109034    , 2025-04-17    , nano_loan       , 6896.0    ,           3, 25.3             ,                 0.22, False
L504302, C108713    , 24/03/2025    , device_finance  , 30309.0   ,           6, 35.0             ,                 1.03, False
L504303, C103306    , 20/05/2025    , nano_loan       , 20456.0   ,           6, 26.7             ,                 0.29, False
L504304, C101994    , 2025-05-15    , merchant_advance, 117245.0  ,           1, 25.1             ,                 6.3 , True
L504305, C111398    , 2024-10-17    , nano_loan       , 5490.0    ,           3, 30.9             ,                 0.3 , False
L504306, C108504    , 2025-05-18    , nano_loan       , 4052.0    ,           6, 31.2             ,                 0.05, False
L504307, C100365    , 2025-04-07    , merchant_advance, 304149.0  ,           3, 26.6             ,                 5.93, True
L504308, C109141    , 2024-11-06    , merchant_advance, 47337.0   ,           1, 18.6%            ,                 1.38, False
L504309, C103826    , 31/12/2024    , merchant_advance, 281894.0  ,           1, 19.4             ,                15.32, False
L504310, C103089    , 2024-08-29    , emergency       , 24850.0   ,          12, 20.0             ,                 0.57, False
L504311, C103380    , 2024-12-18    , emergency       , 33351.0   ,           3, 31.2             ,                 0.93, False
L504312, C109042    , 2024-10-15    , device_finance  , 56715.0   ,           3, 18.6%            ,                 6.67, False
L504313, C106403    , 2025-04-11    , nano_loan       , 17854.0   ,           6, 25.7             ,                 2.23, False
L504314, C113624    , 08/03/2025    , emergency       , 42665.0   ,          12, 22.1             ,                 0.99, False
L504315, C110003    , 2025-04-29    , nano_loan       , 12358.0   ,           6, 21.4%            ,                 0.53, False
L504316, C107709    , 25/04/2025    , nano_loan       , 8386.0    ,           6, 19.9%            ,                 0.11, False
L504317, C110809    , 03/03/2025    , nano_loan       , 7570.0    ,           1, 34.6             ,                 0.1 , False
L504318, C101737    , 2025-03-02    , device_finance  , 84972.0   ,           3, 29.7             ,                 2.92, False
L504319, C111451    , 2024-12-20    , emergency       , 14232.0   ,           6, 29.8%            ,                 0.2 , False
L504320, C104751    , 2024-09-15    , device_finance  , 85326.0   ,           1, 27.4             ,                 1.37, False
L504321, C107621    , 2024-11-06    , nano_loan       , 10608.0   ,           1, 34.7             ,                 0.43, False
L504322, C101100    , 07/11/2024    , emergency       , 48512.0   ,           6, 27.3             ,                 1.48, False
L504323, C101168    , 2025-02-05    , nano_loan       , 22739.0   ,           3, 25.4             ,                 0.81, False
L504324, C112286    , 2024-12-18    , emergency       , 30216.0   ,           1, 29.1%            ,                 0.61, False
L504325, C107084    , 2024-09-30    , nano_loan       , 12776.0   ,           6, 21.0             ,                 0.22, False
L504326, C112622    , 2025-04-30    , nano_loan       , 2793.0    ,           6, 24.9             ,                 0.09, False
L504327, C113344    , 2024-09-27    , merchant_advance, 241400.0  ,           1, 34.6%            ,                10.1 , False
L504328, C110311    , 2025-05-01    , nano_loan       , 21616.0   ,           1, 34.5             ,                 1.65, False
L504329, C112552    , 2024-08-06    , merchant_advance, 104563.0  ,           1, 19.5             ,                 3.23, True
L504330, C111412    , 2024-12-30    , nano_loan       , 18946.0   ,           3, 34.2%            ,                 0.35, False
L504331, C107118    , 2024-08-06    , merchant_advance, 84033.0   ,           1, 29.6             ,                 7.85, True
L504332, C105447    , 2025-04-05    , merchant_advance, 209337.0  ,           1, 32.9             ,                 5.91, True
L504333, C102798    , 17/08/2024    , device_finance  , 77414.0   ,           6, 29.8             ,                 1.52, False
L504334, C111199    , 2025-01-17    , nano_loan       , 16365.0   ,           1, 18.2%            ,                 0.71, False
L504335, C113073    , 2025-03-08    , nano_loan       , 21071.0   ,           3, 32.0%            ,                 0.42, False
L504336, C111247    , 2025-02-16    , nano_loan       , 21940.0   ,           6, 29.7             ,                 0.5 , False
L504337, C105352    , 2025-03-28    , nano_loan       , 5275.0    ,           3, 26.4             ,                 0.19, False
L504338, C100460    , 2024-11-02    , emergency       , 17724.0   ,           1, 35.6             ,                 0.43, False
L504339, C105479    , 2025-01-23    , merchant_advance, 144408.0  ,           1, 24.0             ,                 4.4 , True
L504340, C109110    , 2024-10-11    , device_finance  , 79629.0   ,           3, 32.4%            ,                 2.05, False
L504341, C101922    , 2024-09-28    , merchant_advance, 359136.0  ,           6, 27.9             ,                29.2 , True
L504342, C113636    , 2024-11-21    , nano_loan       , 11554.0   ,           3, 21.2             ,                 0.29, False
L504343, C111989    , 2024-08-17    , merchant_advance, 188999.0  ,           3, 23.1             ,                 6.97, True
L504344, C107520    , 2024-07-23    , nano_loan       , 11860.0   ,           3, 19.7%            ,                 0.44, False
L504345, C107721    , 2024-07-08    , nano_loan       , 24580.0   ,           3, 33.9             ,                 0.25, False
L504346, C102743    , 2024-08-22    , device_finance  , 25260.0   ,          12, 24.0             ,                 0.43, False
L504347, C101431    , 2025-05-13    , merchant_advance, 363037.0  ,           1, 26.8             ,                10.34, False
L504348, C111861    , 2024-09-23    , nano_loan       , 14981.0   ,           6, 24.1%            ,                 0.44, False
L504349, C105119    , 2024-12-17    , nano_loan       , 21782.0   ,           1, 32.3             ,                 1.34, False
L504350, C108576    , 2025-04-08    , merchant_advance, 135601.0  ,           6, 31.2             ,                10.43, True
L504351, C103348    , 2024-08-23    , nano_loan       , 17930.0   ,           6, 21.6             ,                 0.39, False
L504352, C109989    , 2025-01-14    , device_finance  , 118754.0  ,           3, 34.4             ,                 3.78, False
L504353, C105527    , 2024-09-15    , nano_loan       , 19950.0   ,           6, 18.5%            ,                 0.74, False
L504354, C111786    , 2024-11-03    , nano_loan       , 22941.0   ,           3, 32.8             ,                 0.48, False
L504355, C112757    , 2024-07-01    , nano_loan       , 15834.0   ,          12, 28.4             ,                 0.37, False
L504356, C105330    , 2025-04-10    , device_finance  , 113952.0  ,           1, 19.0             ,                 6.74, True
L504357, C107038    , 2025-04-17    , merchant_advance, 253686.0  ,           6, 28.7             ,                 4.48, False
L504358, C105089    , 2024-12-27    , merchant_advance, 246143.0  ,           1, 30.6%            ,                13.31, True
L504359, C104241    , 2025-03-28    , nano_loan       , 12811.0   ,           1, 25.8             ,                 0.25, False
L504360, C106203    , 2025-01-01    , device_finance  , 19616.0   ,           1, 29.4             ,                 0.43, False
L504361, C100486    , 2025-01-30    , device_finance  , 53499.0   ,           1, 24.9             ,                 3.96, False
L504362, C107437    , 2025-02-16    , merchant_advance, 387797.0  ,           1, 33.6%            ,                16.43, True
L504363, C108849    , 09/01/2025    , emergency       , 29275.0   ,           1, 18.8             ,                 0.69, False
L504364, C100171    , 2025-03-03    , nano_loan       , 17643.0   ,           3, 33.9%            ,                 0.43, False
L504365, C104453    , 15/03/2025    , merchant_advance, 387793.0  ,           1, 33.3%            ,                 8.39, True
L504366, C111565    , 2025-05-10    , device_finance  , 107529.0  ,           3, 25.6             ,                 5.51, False
L504367, C106175    , 2024-08-20    , emergency       , 15256.0   ,           3, 33.5             ,                 1.68, False
L504368, C103726    , 2024-07-16    , merchant_advance, 356591.0  ,           6, 30.8             ,                18.1 , True
L504369, C112546    , 18/07/2024    , merchant_advance, 364144.0  ,           6, 35.8             ,                 9.71, True
L504370, C101948    , 2024-12-20    , nano_loan       , 4802.0    ,           3, 23.8             ,                 0.09, False
L504371, C114608    , 2024-09-07    , nano_loan       , 8134.0    ,           3, 22.5%            ,                 0.18, False
L504372, C110480    , 2024-11-11    , emergency       , 42077.0   ,           6, 18.9             ,                 2.5 , False
L504373, C102860    , 2024-09-17    , nano_loan       , 23627.0   ,           3, 24.8%            ,                 0.87, False
L504374, C109288    , 2024-07-06    , nano_loan       , 22573.0   ,           1, 28.3             ,                 1.1 , False
L504375, C110996    , 2024-08-11    , nano_loan       , 13404.0   ,           6, 21.9             ,                 0.99, False
L504376, C104973    , 2024-10-11    , nano_loan       , 18449.0   ,           6, 25.2             ,                 0.72, False
L504377, C110165    , 2025-02-06    , nano_loan       , 2048.0    ,           3, 24.7             ,                 0.05, False
L504378, C104100    , 2024-08-06    , device_finance  , 58807.0   ,           1, 27.4             ,                 0.38, False
L504379, C108204    , 2025-02-01    , merchant_advance, 266050.0  ,           3, 22.9%            ,                 4.38, True
L504380, C102983    , 2025-01-05    , merchant_advance, 266554.0  ,          12, 32.8             ,                 9.39, False
L504381, C113281    , 2025-04-19    , nano_loan       , 4704.0    ,           1, 22.3%            ,                 0.09, False
L504382, C111224    , 2025-04-01    , nano_loan       , 8686.0    ,          12, 30.1             ,                 0.26, False
L504383, C104512    , 2024-10-15    , merchant_advance, 63018.0   ,          12, 33.2             ,                 0.77, False
L504384, C112748    , 06/01/2025    , nano_loan       , 10976.0   ,           1, 20.1%            ,                 0.35, False
L504385, C103955    , 2025-05-19    , merchant_advance, 206819.0  ,           6, 25.6%            ,                 2.98, False
L504386, C112405    , 2025-01-03    , device_finance  , 59375.0   ,           1, 18.2             ,                 3.71, True
L504387, C108745    , 2024-12-16    , nano_loan       , 4869.0    ,           6, 32.2             ,                 0.13, False
L504388, C106971    , 2024-09-25    , emergency       , 49774.0   ,           1, 26.3%            ,                 0.59, False
L504389, C113156    , 2024-07-30    , device_finance  , 84807.0   ,           3, 18.2             ,                 4.37, True
L504390, C109619    , 2024-09-22    , merchant_advance, -302449.0 ,           6, 23.6             ,                 5.02, True
L504391, C105951    , 2025-01-06    , nano_loan       , 14258.0   ,           3, 32.2             ,                 0.43, False
L504392, C103885    , 2025-01-07    , emergency       , 6173.0    ,          12, 18.0%            ,                 0.3 , False
L504393, C113812    , 2025-01-29    , merchant_advance, 347377.0  ,           3, 18.2%            ,                 8.14, True
L504394, C102340    , 2024-08-31    , emergency       , 22952.0   ,           1, 30.8             ,                 1.36, False
L504395, C108432    , 2025-04-01    , device_finance  , 23431.0   ,           3, 18.8             ,                 0.54, False
L504396, C113898    , 2024-10-19    , emergency       , 17806.0   ,           1, 27.5             ,                 0.71, False
L504397, C105261    , 2024-12-11    , merchant_advance, 346318.0  ,           6, 32.3             ,                 6.58, True
L504398, C107957    , 2025-05-21    , device_finance  , 68358.0   ,           1, 20.9%            ,                 3.38, False
L504399, C105340    , 2024-11-13    , nano_loan       , 13554.0   ,           6, 28.2             ,                 0.79, False
L504400, C104054    , 2024-08-23    , merchant_advance, 194421.0  ,           3, 29.9             ,                 9.26, True
L504401, C102778    , 23/03/2025    , emergency       , 6310.0    ,           6, 20.1             ,                 0.32, False
L504402, C113994    , 2025-02-23    , nano_loan       , 15526.0   ,           3, 24.2             ,                 0.28, False
L504403, C111571    , 2024-12-20    , emergency       , 6136.0    ,           1, 28.0             ,                 0.23, False
L504404, C109045    , 2024-07-17    , merchant_advance, 162400.0  ,           1, 24.1             ,                 3.99, False
L504405, C109267    , 2025-01-31    , nano_loan       , 23685.0   ,           1, 23.9%            ,                 0.54, False
L504406, C105974    , 10/07/2024    , merchant_advance, 266181.0  ,           1, 30.4%            ,                 6.67, True
L504407, C111901    , 2025-05-15    , nano_loan       , 10596.0   ,           1, 32.9             ,                 0.15, False
L504408, C103868    , 2025-02-11    , merchant_advance, 119835.0  ,           1, 18.9             ,                 3.26, True
L504409, C111891    , 2024-09-01    , merchant_advance, 246496.0  ,           3, 28.2             ,                 3.72, True
L504410, C112637    , 22/08/2024    , nano_loan       , 14662.0   ,           1, 27.3%            ,                 0.4 , False
L504411, C104473    , 2024-10-06    , nano_loan       , 6412.0    ,           6, 24.5             ,                 0.21, False
L504412, C100398    , 2024-08-24    , device_finance  , 112967.0  ,           3, 33.8             ,                 2.53, False
L504413, C103279    , 2025-02-22    , merchant_advance, 89952.0   ,           6, 31.4             ,                 1.24, False
L504414, C101525    , 10/10/2024    , device_finance  , 25195.0   ,           6, 30.4%            ,                 1.64, False
L504415, C111747    , 2025-04-18    , merchant_advance, 57499.0   ,           3, 26.9             ,                 3.04, False
L504416, C102721    , 2025-02-03    , nano_loan       , 21077.0   ,           6, 31.3%            ,                 0.32, False
L504417, C111613    , 10/10/2024    , merchant_advance, 370109.0  ,           6, 18.8%            ,                30.59, True
L504418, C114125    , 2025-05-15    , nano_loan       , 14648.0   ,           6, 26.2             ,                 1.16, False
L504419, C108468    , 2025-03-25    , merchant_advance, 205504.0  ,           3, 23.1             ,                13.09, True
L504420, C113286    , 2025-05-07    , emergency       , 20687.0   ,           3, 33.1             ,                 0.8 , False
L504421, C110497    , 08/09/2024    , device_finance  , 22008.0   ,           6, 32.2             ,                 1.08, False
L504422, C114482    , 2025-05-19    , device_finance  , 111868.0  ,           3, 26.4             ,                 6.08, False
L504423, C104501    , 2024-09-12    , device_finance  , 72924.0   ,           6, 30.6%            ,                 2.04, False
L504424, C102588    , 2025-04-10    , nano_loan       , 10925.0   ,          12, 31.7             ,                 1.33, False
L504425, C102994    , 2025-04-19    , nano_loan       , 7292.0    ,           3, 24.0%            ,                 0.11, False
L504426, C103927    , 2024-11-07    , emergency       , 41131.0   ,           3, 30.8             ,                 0.94, False
L504427, C111473    , 2024-11-20    , merchant_advance, 52802.0   ,           1, 35.8             ,                 2.82, False
L504428, C110038    , 2024-07-10    , merchant_advance, 81985.0   ,           3, 21.3%            ,                 2.27, False
L504429, C102272    , 2024-09-26    , nano_loan       , 23077.0   ,           6, 20.5             ,                 0.62, False
L504430, C112812    , 2025-02-10    , nano_loan       , 19335.0   ,           3, 31.7             ,                 1.04, False
L504431, C102199    , 2024-12-05    , nano_loan       , 10564.0   ,           3, 22.7             ,                 0.45, False
L504432, C112633    , 25/02/2025    , nano_loan       , 6287.0    ,           1, 18.7%            ,                 0.27, False
L504433, C114779    , 2025-03-18    , nano_loan       , 6134.0    ,          12, 33.9             ,                 0.56, False
L504434, C101493    , 2024-10-25    , emergency       , 30753.0   ,           1, 34.4             ,                 1.04, False
L504435, C107269    , 2024-07-10    , merchant_advance, 210404.0  ,           3, 19.7             ,                 3.45, False
L504436, C112403    , 2024-12-12    , merchant_advance, 123818.0  ,           1, 28.4             ,                 3.58, False
L504437, C101570    , 2024-12-20    , device_finance  , 107233.0  ,           6, 23.7             ,                 3.39, True
L504438, C114837    , 2024-09-28    , nano_loan       , 19725.0   ,           1, 23.0             ,                 0.19, False
L504439, C113137    , 2024-09-18    , emergency       , 17891.0   ,           3, 34.5             ,                 0.7 , False
L504440, C100677    , 2024-08-29    , nano_loan       , 4445.0    ,           6, 19.7             ,                 0.2 , False
L504441, C111644    , 2024-12-10    , nano_loan       , 23204.0   ,           1, 27.2             ,                 0.41, False
L504442, C108038    , 2024-11-15    , nano_loan       , 24027.0   ,           1, 18.4             ,                 0.46, False
L504443, C107726    , 2024-07-07    , device_finance  , 76947.0   ,           3, 34.5             ,                 3.12, False
L504444, C112632    , 2024-09-17    , nano_loan       , 12506.0   ,           1, 19.9             ,                 0.39, False
L504445, C104244    , 01/03/2025    , device_finance  , 79277.0   ,           3, 32.8             ,                 3.26, False
L504446, C108044    , 2024-09-21    , merchant_advance, 226082.0  ,           6, 22.3             ,                 1.33, False
L504447, C100968    , 2025-04-07    , nano_loan       , 13879.0   ,          12, 22.3%            ,                 1.4 , False
L504448, C111338    , 2024-10-17    , merchant_advance, 100492.0  ,           6, 34.3             ,                 7.73, False
L504449, C107889    , 2025-05-16    , nano_loan       , 20861.0   ,          12, 28.2             ,                 0.76, False
L504450, C109853    , 2024-09-28    , nano_loan       , 11446.0   ,           1, 28.2             ,                 0.76, False
L504451, C105061    , 2024-09-27    , merchant_advance, 185648.0  ,           1, 34.2             ,                 6.25, False
L504452, C101061    , 15/02/2025    , nano_loan       , 2552.0    ,          12, 26.0             ,                 0.04, False
L504453, C102479    , 2024-12-30    , device_finance  , 89936.0   ,           6, 35.0%            ,                 5.02, True
L504454, C108677    , 2025-03-09    , merchant_advance, 248590.0  ,           1, 20.1             ,                18.98, False
L504455, C103788    , 2024-12-02    , device_finance  , 80891.0   ,           6, 25.4%            ,                 1.85, False
L504456, C110296    , 2024-10-11    , merchant_advance, 73617.0   ,          12, 24.3             ,                 0.62, False
L504457, C113427    , 2024-12-09    , nano_loan       , 8920.0    ,           3, 24.1             ,                 0.06, False
L504458, C106222    , 2024-10-14    , nano_loan       , 17506.0   ,           3, 22.3%            ,                 1.04, False
L504459, C100661    , 24/10/2024    , merchant_advance, 316661.0  ,           6, 35.3%            ,                11.03, False
L504460, C107770    , 2024-11-12    , device_finance  , 102708.0  ,           3, 32.8             ,                12.84, True
L504461, C113831    , 2025-02-09    , nano_loan       , 23949.0   ,           6, 33.2             ,                 1.06, False
L504462, C100930    , 2024-09-05    , nano_loan       , 13111.0   ,           3, 35.9             ,                 0.79, False
L504463, C111808    , 2024-12-15    , merchant_advance, 206659.0  ,           1, 21.6             ,                11.95, True
L504464, C100266    , 2025-04-09    , device_finance  , 64285.0   ,           6, 26.3             ,                 2.22, False
L504465, C102745    , 2025-01-31    , nano_loan       , 19170.0   ,           6, 29.3             ,                 0.46, False
L504466, C107608    , 2025-01-28    , nano_loan       , 22461.0   ,           6, 23.9             ,                 0.78, False
L504467, C100558    , 2025-05-15    , device_finance  , 63901.0   ,           6, 33.7             ,                 1.99, True
L504468, C114128    , 2024-11-25    , device_finance  , 47062.0   ,           3, 24.3             ,                 0.98, False
L504469, C103395    , 2024-12-21    , nano_loan       , 16546.0   ,           6, 20.5%            ,                 0.31, False
L504470, C104363    , 2024-09-12    , nano_loan       , 21306.0   ,           6, 29.9%            ,                 1.82, False
L504471, C103336    , 2025-05-08    , device_finance  , 78739.0   ,           1, 20.1             ,                 5.75, True
L504472, C110762    , 2024-09-14    , nano_loan       , 4318.0    ,           3, 20.4             ,                 0.25, False
L504473, C101600    , 2025-05-23    , device_finance  , 46943.0   ,           6, 22.6             ,                 1.42, False
L504474, C114514    , 2024-09-12    , nano_loan       , 8636.0    ,           3, 34.2%            ,                 0.57, False
L504475, C112972    , 2025-04-08    , emergency       , 24382.0   ,           6, 33.8%            ,                 1.09, False
L504476, C100853    , 2025-01-12    , nano_loan       , 21724.0   ,           6, 34.1%            ,                 0.5 , False
L504477, C108197    , 11/05/2025    , nano_loan       , 5525.0    ,           1, 19.8%            ,                 0.05, False
L504478, C109383    , 2024-11-24    , merchant_advance, 384589.0  ,           3, 21.2             ,                 1.54, False
L504479, C113621    , 2024-07-08    , emergency       , 33404.0   ,           1, 20.0             ,                 0.5 , False
L504480, C105937    , 2024-12-29    , nano_loan       , 20002.0   ,          12, 28.2             ,                 0.35, False
L504481, C102596    , 21/09/2024    , merchant_advance, 61619.0   ,           1, 19.9             ,                 3.21, False
L504482, C109229    , 25/02/2025    , nano_loan       , 8804.0    ,           3, 23.7             ,                 0.26, False
L504483, C108793    , 2024-07-18    , nano_loan       , 15493.0   ,           6, 30.2             ,                 0.53, False
L504484, C103083    , 2025-05-05    , merchant_advance, 253559.0  ,           1, 18.0%            ,                14.41, True
L504485, C110275    , 2025-01-01    , device_finance  , 110216.0  ,           1, 26.1             ,                 2.2 , False
L504486, C108455    , 2024-10-06    , merchant_advance, 123454.0  ,           3, 33.0             ,                 5.39, True
L504487, C111527    , 2024-11-15    , merchant_advance, 51786.0   ,           6, 18.3             ,                 0.86, False
L504488, C102824    , 2025-05-25    , nano_loan       , 9495.0    ,          12, 19.6             ,                 0.75, False
L504489, C101006    , 2025-01-13    , device_finance  , 47222.0   ,           1, 35.4%            ,                 3.87, False
L504490, C110575    , 2025-03-11    , nano_loan       , 3101.0    ,           3, 24.5             ,                 0.19, False
L504491, C103974    , 2025-01-15    , device_finance  , 22755.0   ,           1, 26.8%            ,                 0.78, False
L504492, C113071    , 2025-01-19    , nano_loan       , 14309.0   ,           1, 18.4             ,                 0.29, False
L504493, C101241    , 2025-03-06    , merchant_advance, 133753.0  ,           1, 31.9             ,                 3.54, False
L504494, C111117    , 2025-02-10    , nano_loan       , 22975.0   ,           6, 28.3%            ,                 1.87, False
L504495, C103358    , 2024-09-23    , merchant_advance, 185133.0  ,           3, 31.4             ,                 3.88, True
L504496, C113794    , 2025-04-14    , nano_loan       , 15411.0   ,           3, 28.5             ,                 0.26, False
L504497, C108668    , 2025-03-13    , device_finance  , 109591.0  ,           1, 23.5%            ,                 3.52, False
L504498, C101034    , 2024-10-10    , merchant_advance, 163574.0  ,           1, 23.4             ,                 2.94, False
L504499, C104389    , 2024-11-12    , nano_loan       , 18556.0   ,           1, 29.9             ,                 0.99, False
L504500, C110306    , 23/10/2024    , nano_loan       , 13972.0   ,           3, 18.3             ,                 0.13, False
L504501, C110425    , 2025-02-10    , nano_loan       , 17512.0   ,           3, 18.9             ,                 0.67, False
L504502, C111091    , 2024-09-28    , emergency       , 26077.0   ,          12, 19.3%            ,                 0.44, False
L504503, C112116    , 2025-04-07    , nano_loan       , 2023.0    ,          12, 24.4             ,                 0.14, False
L504504, C103655    , 2024-12-09    , merchant_advance, 138737.0  ,           6, 29.1             ,                 6.64, True
L504505, C113049    , 2024-07-10    , device_finance  , 111232.0  ,           1, 24.0%            ,                 5.03, True
L504506, C101890    , 2024-12-31    , nano_loan       , 2104.0    ,           6, 34.2             ,                 0.11, False
L504507, C114958    , 2024-10-15    , device_finance  , 119714.0  ,           3, 25.7%            ,                 5.05, False
L504508, C104271    , 2025-01-12    , nano_loan       , 17403.0   ,           6, 31.3             ,                 0.38, False
L504509, C107577    , 2025-03-04    , device_finance  , 103400.0  ,           6, 26.3%            ,                 1.85, False
L504510, C114024    , 2024-08-08    , nano_loan       , 2880.0    ,          12, 27.7%            ,                 0.15, False
L504511, C112754    , 2025-05-02    , emergency       , 12403.0   ,           3, 25.4             ,                 0.17, False
L504512, C108797    , 2024-11-09    , emergency       , 33321.0   ,           1, 28.4             ,                 1.28, False
L504513, C113851    , 2024-09-30    , merchant_advance, 183448.0  ,           6, 20.8             ,                 6.01, True
L504514, C105670    , 08/07/2024    , merchant_advance, 30811.0   ,           1, 29.6             ,                 0.7 , False
L504515, C107932    , 2025-03-02    , merchant_advance, 42856.0   ,           6, 32.1             ,                 0.74, False
L504516, C113478    , 2025-05-15    , nano_loan       , 10829.0   ,           3, 31.7%            ,                 0.34, False
L504517, C104477    , 2024-09-10    , emergency       , 29193.0   ,           1, 34.1%            ,                 2.15, False
L504518, C100582    , 24/12/2024    , nano_loan       , 16780.0   ,           3, 33.4             ,                 1.34, True
L504519, C111354    , 2025-04-29    , emergency       , 12829.0   ,           6, 29.5             ,                 0.28, False
L504520, C111299    , 2025-03-11    , nano_loan       , 16733.0   ,           3, 32.2%            ,                 0.85, False
L504521, C106842    , 2024-09-23    , nano_loan       , 4197.0    ,           3, 18.5             ,                 0.18, False
